name,address,phone,principal,grades,division
Stonewall Middle,"10100 Lomond Dr, Manassas, VA 20109",703-361-3185,John G. Miller,6-8,Prince William County Public Schools
Stony Mill Elementary,"100 Stony Mill Elementary Cir, Danville, VA 24541",434-685-7545,Ms. Joyce A. Ferguson,PK-5,Pittsylvania County Public Schools
Stony Point Elementary,"3893 Stony Point Road, Keswick, VA 22947-1503",434-973-6405,Ms. Carrie Neeley,PK-5,Albemarle County Public Schools
Strasburg High,"250 Ram Drive, Strasburg, VA 22657",540-465-5195,Kenneth Knesh,9-12,Shenandoah County Public Schools
Stratford Landing Elementary,"8484 Riverside Rd, Alexandria, VA 22308",703-619-3600,Dr. Maureen Marshall,PK-6,Fairfax County Public Schools
Stratford Program,"4102 N. Vacation Ln., Arlington, VA 22207",703-228-6440,Dr. Karen Gerry,,Arlington County Public Schools
Strawbridge Elementary,"2553 Strawbridge Rd, Virginia Beach, VA 23456",757-427-5562,Ms. Kelly W. Coon,PK-5,Virginia Beach Public Schools
Stuart Elementary,"314 Staples Ave, Stuart, VA 24171",276-694-7139,Mrs. Tammy Waldron,PK-7,Patrick County Public Schools
Stuart High,"3301 Peace Valley Ln, Falls Church, VA 22044",703-824-3900,Ms. Prosperanta Calhoun,9-12,Fairfax County Public Schools
Stuart M. Beville Middle,"4901 Dale Blvd, Woodbridge, VA 22193",703-878-2593,Timothy Keenan,6-8,Prince William County Public Schools
Stuarts Draft Elementary,"63 School Blvd, Stuarts Draft, VA 24477",540-337-2951,Mr. Phil I. Coltrane,PK-5,Augusta County Public Schools
Stuarts Draft High,"1028 Augusta Farm Rd, Stuarts Draft, VA 24477",540-946-7600,Mrs. Donna M. Abernathy,9-12,Augusta County Public Schools
Stuarts Draft Middle,"1088 Augusta Farm Rd, Stuarts Draft, VA 24477",540-946-7611,Mr. Scott Musick,6-8,Augusta County Public Schools
Suburban Park Elementary,"310 Thole St, Norfolk, VA 23505",757-531-3118,Mrs. Brenda Shepherd,PK-5,Norfolk Public Schools
Sudley Elementary,"9744 Copeland Dr, Manassas, VA 20109",703-361-3444,Pamela N. Moody,PK-5,Prince William County Public Schools
Suella G. Ellis Elementary,"10400 Kim Graham Lane, Manassas, VA 20109",703-365-0287,Ms. Norma Jewell Moore,PK-5,Prince William County Public Schools
Sugar Grove Combined,"242 Teas Rd, Sugar Grove, VA 24375",276-783-2459,Ms. Jennifer Sayers,PK-8,Smyth County Public Schools
Sugarland Elementary,"65 Sugarland Run Dr, Sterling, VA 20164",571-434-4460,Gail Brady,PK-5,Loudoun County Public Schools
Sully Elementary,"300 Circle Dr, Sterling, VA 20164",571-434-4570,Colleen O'Neill,PK-5,Loudoun County Public Schools
Sunnyside Elementary School,"10203 Melvin B. Alsbrooks Avenue, Mckenney, VA 23872",804-478-2313,Mrs. Wanda Snodgrass,KG-5,Dinwiddie County Public Schools
Sunrise Valley Elementary,"10824 Cross School Rd, Reston, VA 20191-5199",703-715-3800,Mr. Timothy A. Stanley,PK-6,Fairfax County Public Schools
Surry County High,"1675 Hollybush Rd, Dendron, VA 23839-2201",757-267-2211,Mrs. Rita P. Holmes,9-12,Surry County Public Schools
Surry Elementary,"1600 Hollybush Rd, Dendron, VA 23839-9713",757-267-2558,Ms. Geraldine V. Bailey,PK-4,Surry County Public Schools
Sussex Central Elementary School,"21392 Sussex Drive, Sussex, VA 23884",434-246-8960,Mrs. Diane N. Brown,KG-5,Sussex County Public Schools
Sussex Central High,"21394 Sussex Drive, Sussex, VA 23884-0307",434-246-6051,Julius Hamlin,9-12,Sussex County Public Schools
Sussex Central Middle School,"P. O. Box 1387, 21356 Sussex Drive, Sussex, VA 23884",434-246-2251,Morris Taylor,6-8,Sussex County Public Schools
Sutherland Elementary School,"6000 R. B. Pamplin Drive, Sutherland, VA 23885",804-732-4168,Mrs. Becky W. Baskerville,KG-5,Dinwiddie County Public Schools
Swans Creek Elementary,"17700 Wayside Dr., Dumfries, VA 22026",703-445-0930,Mr. Barry Rosenberg,PK-5,Prince William County Public Schools
Swansboro Elementary,"3160 Midlothian Tnpk, Richmond, VA 23224-1926",804-780-5030,Mr. Herman Mizell,PK-5,Richmond Public Schools
Swanson Middle,"5800 N Washington Blvd, Arlington, VA 22205",703-228-5500,Ms. Bridget Loft,6-8,Arlington County Public Schools
Swift Creek Elementary,"13800 Genito Rd., Midlothian, VA 23112-4006",804-739-6305,Margaret Innes,PK-5,Chesterfield County Public Schools
Swift Creek Middle,"3700 Old Hundred Rd, South Midlothian, VA 23112-4702",804-739-6315,Dr. James Calvin Frye,6-8,Chesterfield County Public Schools
Swords Creek Elementary,"3867 Swords Creek Rd., Swords Creek, VA 24649",276-991-0016,Mrs. Rebecca T. Dye,3-7,Russell County Public Schools
Sycamore Park Elementary,"451 Radio Ln, Culpeper, VA 22701",540-825-8847,Mrs. Valeri L Meza,PK-5,Culpeper County Public Schools
Sycolin Creek Elementary,"21100 Evergreen Mills Road, Leesburg, VA 20175",571-252-2910,Derek Racino,PK-5,Loudoun County Public Schools
Sydnor Jennings Elementary,"1011 Sydnor Jennings Rd, Nathalie, VA 24577",434-349-1013,Mr. David D. Duffer,KG-5,Halifax County Public Schools
T. Benton Gayle Middle,"100 Panther Drive, Fredericksburg, VA 22406",540-373-0383,Ms. Winona R. Lloyd,6-8,Stafford County Public Schools
T. Clay Wood Elementary,"10600 Kettle Run Road, Nokesville, VA 20181",703-594-3990,Andrew R. Buchheit,PK-5,Prince William County Public Schools
T. Ryland Sanford Elementary,"480 Colony Road, Newport News, VA 23602",757-886-7778,Mr. Brian Lieberman,PK-5,Newport News Public Schools
T.C. Miller Elementary for Innovation,"600 Mansfield Ave, Lynchburg, VA 24501-3340",434-522-3717,Mrs. Amy D. Huskin,KG-5,Lynchburg Public Schools
T.C. Williams High,"3330 King St, Alexandria, VA 22302",703-824-6800,Suzanne Maxey,9-12,Alexandria Public Schools
Tabb Elementary,"3711 Big Bethel Rd, Yorktown, VA 23693",757-898-0372,Ms. Cheryl Parr,KG-5,York County Public Schools
Tabb High,"4431 Big Bethel Rd, Yorktown, VA 23693",757-867-7400,Angela Seiders,9-12,York County Public Schools
Tabb Middle,"300 Yorktown Rd, Yorktown, VA 23693",757-898-0320,Ms. Antonia Fox,6-8,York County Public Schools
Tallwood Elementary,"2025 Kempsville Rd, Virginia Beach, VA 23464-6805",757-648-3840,Mr. David B. French,PK-5,Virginia Beach Public Schools
Tallwood High,"1668 Kempsville Rd, Virginia Beach, VA 23464",757-648-5700,Cheryl R. Woodhouse,9-12,Virginia Beach Public Schools
Tangier Combined,"4375 School Lane, Tangier, VA 23440",757-891-2315,Dr. Nina Pruitt,KG-12,Accomack County Public Schools
Tanners Creek Elementary,"1335 Longdale Dr, Norfolk, VA 23513",757-852-4555,Ms. Maritsa Alger,PK-5,Norfolk Public Schools
Tappahannock Elementary,"205 Elementary School Circle, Tappahannock, VA 22560",804-443-5301,Patrick DiSpirito,PK-4,Essex County Public Schools
Tarrallton Elementary,"2080 Tarrallton Dr, Norfolk, VA 23518",757-531-1800,Ms. Diane Gibson,PK-5,Norfolk Public Schools
Taylor Elementary,"2600 N Stuart St, Arlington, VA 22207",703-228-6275,Mr. Robert L. Hindman,PK-5,Arlington County Public Schools
Tazewell County Career & Technical Center,"260 Advantage Road, Tazewell, VA 24651-1204",276-988-2529,Dr. Chris Stacy,,Tazewell County Public Schools
Tazewell Elementary,"175 Parkview Drive, Tazewell, VA 24651-1299",276-988-4441,Mrs. Suzanne Grindstaff,PK-5,Tazewell County Public Schools
Tazewell High,"167 Cosby Blvd, Tazewell, VA 24651-1300",276-988-6502,Rodney Reid,9-12,Tazewell County Public Schools
Tazewell Middle,"367 Hope Street, Tazewell, VA 24651-9704",276-988-6513,Sarah Reid,6-8,Tazewell County Public Schools
Technical & Career Ed. Ctr.,"2925 N Landing Rd, Virginia Beach, VA 23456-2499",757-648-5850,Mr. David C. Swanger,,Virginia Beach Public Schools
Technical Education & Career Center,"816 S Walter Reed Dr, Arlington, VA 22204",703-228-5800,Ms. Nancy Opsut,,Arlington County Public Schools
Temperance Elementary,"1981 Lowesville Rd, Amherst, VA 24521",434-946-2811,Michael O'Brien,PK-5,Amherst County Public Schools
Terra Centre Elementary,"6000 Burke Centre Pkwy, Burke, VA 22015",703-249-1400,Mr. Gregory Brotemarkle,PK-6,Fairfax County Public Schools
Terraset Elementary,"11411 Ridge Heights Rd, Reston, VA 20191-1399",703-390-5600,Ms. Lindsay Trout,PK-6,Fairfax County Public Schools
Thalia Elementary,"421 Thalia Rd, Virginia Beach, VA 23452-1836",757-648-3880,Pamela Pastros,PK-5,Virginia Beach Public Schools
Thaxton Elementary,"1245 Thaxton School Rd, Thaxton, VA 24174",540-586-3821,Mrs. Kim Halterman,PK-6,Bedford County Public Schools
The Academy of International Studies at Rosemont,"1330 Branch Rd., Norfolk, VA 23513",757-852-4610, ,,Norfolk Public Schools
The Georgetown School,"10000 Learning Lane, Mechanicsville, VA 23116",804-723-3460,Mr. Charles E. Stevens,,Hanover County Public Schools
The Hanover Center For Trades And Technology,"10002 Learning Lane, Mechanicsville, VA 23116",804-723-3440,Mr. Justin Roerink,,Hanover County Public Schools
The Northside Preschool,"121 Gloucester Ave, Danville, VA 24540",434-773-8301,Mrs. Lou Ann Long,PK,Danville Public Schools
The Renaissance Academy,"5100 Cleveland Street, Virginia Beach, VA 23462",757-263-1170,Ms. Kay Thomas,,Virginia Beach Public Schools
The T.E.C.H. Center,"7207 Young St, Machipongo, VA 23405",757-678-5151, ,,Northampton County Public Schools
Thelma Crenshaw Elementary,"11901 Bailey Bridge Rd., Midlothian, VA 23112-3136",804-739-6250,Amy Williams,PK-5,Chesterfield County Public Schools
Thirteen Acres Special Education Center,"3801 Hermitage Rd., Richmond, VA 23227",804-780-6072, ,,Richmond Public Schools
Thomas C. Boushall Middle,"3400 Hopkins Rd, Richmond, VA 23234-2404",804-780-5016,Mrs. Widad Abed,6-8,Richmond Public Schools
Thomas C. McSwain Elementary,"1101 N Coalter St, Staunton, VA 24401-2505",540-332-3936,Ms. Kimberly Crocker,KG-5,Staunton Public Schools
Thomas Dale High,"3626 W. Hundred Rd., Chester, VA 23831-1926",804-768-6245,Pam Lumsden,9-12,Chesterfield County Public Schools
Thomas Eaton Middle,"2108 Cunningham Dr, Hampton, VA 23666",757-825-4540,Mr. Mark E. Hudson,6-8,Hampton Public Schools
Thomas Harrison Middle,"1311 W. Market Street, Harrisonburg, VA 22801",540-434-1949,Mr. Donald Vale,5-8,Harrisonburg Public Schools
Thomas Hunter Middle,"Rt 611, 387 Church St, Mathews, VA 23109",804-725-2434,Mrs. Laurel D. Byrd,5-8,Mathews County Public Schools
Thomas Jefferson Elementary,"1255 Patriot Place, Forest, VA 24551",434-534-6159,Mr. John A. Greenough Jr.,PK-5,Bedford County Public Schools
Thomas Jefferson Elementary,"601 S Oak St, Falls Church, VA 22046",703-248-5660,Mr. Bob Palermo,2-5,Falls Church Public Schools
Thomas Jefferson Elementary,"2165 South Spotswood Trail, Louisa, VA 23093",540-967-0492,Mrs. Candice Wilkerson,PK-5,Louisa County Public Schools
Thomas Jefferson High,"4100 W Grace St, Richmond, VA 23230-3802",804-780-6028,Candace Veney-Chaplin,9-12,Richmond Public Schools
Thomas Jefferson High for Science and Technology,"6560 Braddock Rd, Alexandria, VA 22312",703-750-8300,Dr. Evan Glazer,9-12,Fairfax County Public Schools
Thomas Walker High,"126 Blue Gray Road, Ewing, VA 24248",276-445-4111,Mr. Ron Earley,8-12,Lee County Public Schools
Thoreau Middle,"2505 Cedar Ln, Vienna, VA 22180",703-846-8000,Mr. Greg Hood,7-8,Fairfax County Public Schools
Thornburg Middle,"6929 N Roxbury Mill Rd, Spotsylvania, VA 22551",540-582-7600,Mr. Kirk O. Tower,6-8,Spotsylvania County Public Schools
Thoroughgood Elementary,"1444 Dunstan Ln, Virginia Beach, VA 23455",757-648-3920,Dr. Cheryl Zigrang,PK-5,Virginia Beach Public Schools
Three Chopt Elementary,"1600 Skipwith Rd, Richmond, VA 23229",804-673-3755,Ms. Dana V. Baldacci,PK-5,Henrico County Public Schools
Three Oaks Elementary,"2201 Elson Green Avenue, Virginia Beach, VA 23456",757-648-3960,Ms. Lisa D. Hannah,PK-5,Virginia Beach Public Schools
Thurgood Marshall Elementary,"2706 Border Road, Chesapeake, VA 23324",757-494-7515,Dr. Linda L. Woolard,PK-5,Chesapeake Public Schools
Thurgood Marshall Elementary,"12505 Kahns Rd, Manassas, VA 20112",703-791-2099,Ms. Denise Huebner,PK-5,Prince William County Public Schools
Tidewater Park Elementary,"1045 E Brambleton Ave, Norfolk, VA 23504",757-628-2500,Ms. Sharon Phillips,PK-5,Norfolk Public Schools
Timber Lane Elementary,"2737 West St, Falls Church, VA 22046",703-206-5300,Mrs. Kimberly N. Cook,PK-6,Fairfax County Public Schools
Toano Middle,"7817 Richmond Rd, Toano, VA 23168",757-566-4251,Tracey Jones,6-8,Williamsburg-James City County Public Schools
Tomahawk Creek Middle,"1600 Learning Place Loop, Midlothian, VA 23114",804-378-7120,Dr. David Ellena,6-8,Chesterfield County Public Schools
Tomahawk Elementary,"155 Bee Drive, Lynchburg, VA 24502",434-237-4090,Mrs. Debbie Elliott,PK-5,Campbell County Public Schools
Totaro Elementary,"19350 Christanna Highway, Lawrenceville, VA 23868",434-848-3209,Dr. Tonia Taylor,PK-5,Brunswick County Public Schools
Trantwood Elementary,"2344 Inlynnview Rd, Virginia Beach, VA 23454-1999",757-648-4000,Dr. Jeanne Crocker,PK-5,Virginia Beach Public Schools
Trevilians Elementary,"2035 Spotswood Trail, Louisa, VA 23093",540-967-1108,Amy Scott,PK-5,Louisa County Public Schools
Triangle Elementary,"3615 Lions Field Rd, Triangle, VA 22172",703-221-4114,Ms. Kim Gardziel,PK-5,Prince William County Public Schools
Triplett Business & Tech.,"6375 S Main St, Mount Jackson, VA 22842",540-477-3161,Barry Arey,,Shenandoah County Public Schools
Troutville Elementary,"12 Barron Dr, Troutville, VA 24175",540-992-1871,Ms. Karen Jo M. Crush,PK-5,Botetourt County Public Schools
Truitt Intermediate,"1100 Holly Ave, Chesapeake, VA 23324",757-494-8014,Mrs. Regina B. Ratcliff,3-5,Chesapeake Public Schools
Tuckahoe Elementary,"6550 26th St N, Arlington, VA 22213",703-228-5288,Ms. Cynthia Brown,PK-5,Arlington County Public Schools
Tuckahoe Elementary,"701 Forest Ave, Richmond, VA 23229",804-673-3765,Ms. Sonia M. Ford,PK-5,Henrico County Public Schools
Tuckahoe Middle,"9000 Three Chopt Rd, Richmond, VA 23229",804-673-3720,Ms. Marilyn H. Royal,6-8,Henrico County Public Schools
Tucker-Capps Elementary,"113 Wellington Dr, Hampton, VA 23666",757-825-4641,Dr. Penny H. McIntyre,PK-5,Hampton Public Schools
Tunstall High,"100 Trojan Cir, Dry Fork, VA 24549",434-724-7111,Ms. Barbara H. Brown,9-12,Pittsylvania County Public Schools
Tunstall Middle,"1160 Tunstall High Rd., Dry Fork, VA 24549",434-724-7086,Mrs. Deborah H. Stowe,6-8,Pittsylvania County Public Schools
Turlington Woods Alternative,"629 Turlington Rd, Suffolk, VA 23434",757-934-6215,Mrs. Pamela B. Lipscomb,,Suffolk Public Schools
Turner Ashby High,"800 N Main St, Bridgewater, VA 22812",540-828-2008,Mr. Steven B. Walk,9-12,Rockingham County Public Schools
Turning Point Alternative Education,"200 Dailey Drive, Orange, VA 22960",540-661-4555, ,,Orange County Public Schools
Tuscarora High,"801 North King Street, Leesburg, VA 20176",571-252-1900,Pamela Paul-Jacobs,PK-12,Loudoun County Public Schools
Tussing Elementary,"5501 Conduit Rd, Colonial Heights, VA 23834-3798",804-524-3440,Mr. David K. Staples,PK-5,Colonial Heights Public Schools
Twain Middle,"4700 Franconia Rd, Alexandria, VA 22310",703-313-3700,Baek Chong,7-8,Fairfax County Public Schools
Twin Hickory Elementary,"4900 Twin Hickory Lake Dr, Glen Allen, VA 23059",804-360-4700,Mr. Michael Dussault,PK-5,Henrico County Public Schools
Twin Springs Elementary,"100 Twin Springs Elem Cir, Danville, VA 24540",434-724-2666,Mrs. Kathryn J. Lowry,PK-5,Pittsylvania County Public Schools
Twin Springs High,"273 Titan Lane, Nickelsville, VA 24271",276-479-2185,Mr. Sammy O. Parks,8-12,Scott County Public Schools
Twin Valley Elementary/Middle,"9017 Riverside Drive, Oakwood, VA 24631",276-498-4537,Dr. Kathy Witt,PK-7,Buchanan County Public Schools
Twin Valley High,"14449 Dismal River Road, Pilgrim Knob, VA 24634",276-259-7818,Mr. Russell Street,8-12,Buchanan County Public Schools
Tye River Elementary,"5198 Thomas Nelson Hwy, Arrington, VA 22922",434-263-8960,Mr. Greg A. Hill,PK-5,Nelson County Public Schools
Union Hall Elementary,"100 Union Hall Cir, Chatham, VA 24531",434-724-7010,Mrs. Carolyn M. Harris,PK-5,Pittsylvania County Public Schools
Union High,"322 Powell Valley Road, Big Stone Gap, VA 24219",276-523-1290,Dan Roop,9-12,Wise County Public Schools
Union Mill Elementary,"13611 Springstone Dr, Clifton, VA 20124-2375",703-322-8500,Ms. Kathleen G. Case,PK-6,Fairfax County Public Schools
Unionville Elementary,"10285 Zachary Taylor Hwy, Unionville, VA 22567-2422",540-661-4540,Peggy Kinser,PK-2,Orange County Public Schools
Valley Elementary,"98 Panther Drive, Hot Springs, VA 24445",540-839-5395,Ms. Crystal Coffman,PK-7,Bath County Public Schools
Valley Institute Elementary,"4350 Gate City Highway, Bristol, VA 24202",276-642-5500,Ms. Tammy Williams,PK-5,Washington County Public Schools
Varina Elementary,"2551 New Market Rd, Richmond, VA 23231",804-795-7010,Mr. Markham H. Tyler,3-5,Henrico County Public Schools
Varina High,"7053 Messer Rd, Richmond, VA 23231",804-226-8700,Ms. Ann Marie Seely,9-12,Henrico County Public Schools
Venable Elementary,"406 14th Street NW, Charlottesville, VA 22903-2305",434-245-2418,Ms. Erin E. Kershner,PK-4,Charlottesville Public Schools
Vernon Johns Junior High,"3101 Homestead Drive, Petersburg, VA 23805",804-862-7020,Dr. Ronnie D. Watson,8-9,Petersburg Public Schools
Verona Elementary,"1011 Lee Hwy, Verona, VA 24482",540-248-0141,Dr. Kathleen A. Overstreet,PK-5,Augusta County Public Schools
Victoria Elementary,"1521 Eighth St, Victoria, VA 23974-9514",434-696-2163,Mr. James M. Abernathy,KG-5,Lunenburg County Public Schools
Victory Elementary,"2828 Greenwood Drive, Portsmouth, VA 23701-4347",757-393-8806,Angela Flowers,KG-6,Portsmouth Public Schools
Victory Elementary,"12001 Tygart Lake Drive, Bristow, VA 20136",703-257-0356,Donna Kirby,PK-5,Prince William County Public Schools
Vienna Elementary,"128 Center St S, Vienna, VA 22180",703-937-6000,Mr. John D. Carmichael,PK-6,Fairfax County Public Schools
Virginia Avenue Charlotte Dehart Elementary,"550 Virginia Ave, Winchester, VA 22601",540-665-6330,Ms. Michele Dempsey,PK-4,Winchester Public Schools
Virginia Beach Middle,"600 25th St, Virginia Beach, VA 23451",757-437-4892,Dr. Sandra Brown,6-8,Virginia Beach Public Schools
Virginia Heights Elementary,"1210 Amherst Ave SW, Roanoke, VA 24015",540-853-2937,Ms. Linda Butts,PK-5,Roanoke Public Schools
Virginia High,"1200 Long Crescent Dr, Bristol, VA 24201",276-821-5858,Mr. Ronnie Collins,9-12,Bristol Public Schools
Virginia Hills E.C. Resource Ctr.,"6520 Diana Ln, Alexandria, VA 22310",703-317-1400,Ms. Jacqueline Martin,PK,Fairfax County Public Schools
Virginia L. Murray Elementary,"3251 Morgantown Road, Charlottesville, VA 22903-7053",434-977-4599,Mark Green,PK-5,Albemarle County Public Schools
Virginia Middle,"501 Piedmont Avenue, Bristol, VA 24201",276-821-5660,Mr. Gary Ritchie,6-8,Bristol Public Schools
Virginia Randolph Education Center,"2206 Mountain Rd., Glen Allen, VA 23060",804-261-5090,Ms. Diana C. Morris,,Henrico County Public Schools
Virginia Run Elementary,"15450 Martins Hundred Dr, Centreville, VA 20120",703-988-8900,Ms. Laraine Edwards,PK-6,Fairfax County Public Schools
W.C. Taylor Middle,"350 E Shirley Ave, Warrenton, VA 20186",540-347-6140,Mrs. Ruth P. Nelson,6-8,Fauquier County Public Schools
